movieid,title,genres
176371,Blade Runner 2049 (2017),Sci-Fi
5015,Monster's Ball (2001),Drama|Romance
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller
4023,"Family Man, The (2000)",Comedy|Drama|Romance
103253,Elysium (2013),Action|Drama|Sci-Fi|IMAX
4865,From Hell (2001),Crime|Horror|Mystery|Thriller
117176,The Theory of Everything (2014),Drama|Romance
4069,"Wedding Planner, The (2001)",Comedy|Romance
8958,Ray (2004),Drama
168250,Get Out (2017),Horror
31878,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
4700,"Princess Diaries, The (2001)",Children|Comedy|Romance
112175,How to Train Your Dragon 2 (2014),Action|Adventure|Animation
103042,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX
5617,Secretary (2002),Comedy|Drama|Romance
8810,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller
46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX
6957,Bad Santa (2003),Comedy|Crime
112623,Dawn of the Planet of the Apes (2014),Sci-Fi
111360,Lucy (2014),Action|Sci-Fi
58803,21 (2008),Crime|Drama|Romance|Thriller
87869,Horrible Bosses (2011),Comedy|Crime
89864,50/50 (2011),Comedy|Drama
44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
8638,Before Sunset (2004),Drama|Romance
84954,"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller
4388,Scary Movie 2 (2001),Comedy
104374,About Time (2013),Drama|Fantasy|Romance
114180,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi
8983,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance
3968,Bedazzled (2000),Comedy
105504,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX
57640,Hellboy II: The Golden Army (2008),Action|Adventure|Fantasy|Sci-Fi
55118,Eastern Promises (2007),Crime|Drama|Thriller
3534,28 Days (2000),Drama
80489,"Town, The (2010)",Crime|Drama|Thriller
51935,Shooter (2007),Action|Drama|Thriller
107406,Snowpiercer (2013),Action|Drama|Sci-Fi
41285,Match Point (2005),Crime|Drama|Romance
52328,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller
102407,"Great Gatsby, The (2013)",Drama
87306,Super 8 (2011),Mystery|Sci-Fi|Thriller|IMAX
81932,"Fighter, The (2010)",Drama
8981,Closer (2004),Drama|Romance
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama
53121,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy
4161,"Mexican, The (2001)",Action|Comedy
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller
56775,National Treasure: Book of Secrets (2007),Action|Adventure
3298,Boiler Room (2000),Crime|Drama|Thriller
4448,"Score, The (2001)",Action|Drama
48043,"Fountain, The (2006)",Drama|Fantasy|Romance
5620,Sweet Home Alabama (2002),Comedy|Romance
53519,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller
69406,"Proposal, The (2009)",Comedy|Romance
55290,Gone Baby Gone (2007),Crime|Drama|Mystery
27904,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
6548,Bad Boys II (2003),Action|Comedy|Crime|Thriller
103335,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX
5992,"Hours, The (2002)",Drama|Romance
135143,Fantastic Beasts and Where to Find Them (2016),Fantasy
4881,"Man Who Wasn't There, The (2001)",Crime|Drama
4823,Serendipity (2001),Comedy|Romance
8914,Primer (2004),Drama|Sci-Fi
68791,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller
3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
6593,Freaky Friday (2003),Children|Comedy|Fantasy
139644,Sicario (2015),Crime|Drama|Mystery
48304,Apocalypto (2006),Adventure|Drama|Thriller
5449,Mr. Deeds (2002),Comedy|Romance
103141,Monsters University (2013),Adventure|Animation|Comedy
7318,"Passion of the Christ, The (2004)",Drama
66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
7160,Monster (2003),Crime|Drama
58025,Jumper (2008),Action|Adventure|Drama|Sci-Fi|Thriller
3910,Dancer in the Dark (2000),Drama|Musical
36517,"Constant Gardener, The (2005)",Drama|Thriller
3593,Battlefield Earth (2000),Action|Sci-Fi
69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX
106916,American Hustle (2013),Crime|Drama
187593,Deadpool 2 (2018),Action|Comedy|Sci-Fi
114662,American Sniper (2014),Action|War
90866,Hugo (2011),Children|Drama|Mystery
5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
115210,Fury (2014),Action|Drama|War
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller
37741,Capote (2005),Crime|Drama
86833,Bridesmaids (2011),Comedy
79293,Salt (2010),Action|Thriller
5785,Jackass: The Movie (2002),Action|Comedy|Documentary
3744,Shaft (2000),Action|Crime|Thriller
39292,"Good Night, and Good Luck. (2005)",Crime|Drama
86911,"Hangover Part II, The (2011)",Comedy
64716,Seven Pounds (2008),Drama
4728,Rat Race (2001),Comedy
171763,Baby Driver (2017),Action|Crime|Thriller
39446,Saw II (2005),Horror|Thriller
60756,Step Brothers (2008),Comedy
143355,Wonder Woman (2017),Action|Adventure|Fantasy
68554,Angels & Demons (2009),Crime|Drama|Mystery|Thriller
56587,"Bucket List, The (2007)",Comedy|Drama
27660,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy
8910,I Heart Huckabees (2004),Comedy
174055,Dunkirk (2017),Action|Drama|Thriller|War
135133,The Hunger Games: Mockingjay - Part 2 (2015),Adventure|Sci-Fi
3979,Little Nicky (2000),Comedy
111781,Mission: Impossible - Rogue Nation (2015),Action|Adventure|Thriller
5400,"Sum of All Fears, The (2002)",Drama|Thriller
5014,I Am Sam (2001),Drama
122926,Untitled Spider-Man Reboot (2017),Action|Adventure|Fantasy
5110,Super Troopers (2001),Comedy|Crime|Mystery
53953,1408 (2007),Drama|Horror|Thriller
3536,Keeping the Faith (2000),Comedy|Drama|Romance
166461,Moana (2016),Adventure|Animation|Children|Comedy|Fantasy
47997,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller
33162,Kingdom of Heaven (2005),Action|Drama|Romance|War
27831,Layer Cake (2004),Crime|Drama|Thriller
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller
55276,Michael Clayton (2007),Drama|Thriller
108190,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX
7162,Cold Mountain (2003),Drama|Romance|War
4639,America's Sweethearts (2001),Comedy|Romance
54995,Planet Terror (2007),Action|Horror|Sci-Fi
5152,We Were Soldiers (2002),Action|Drama|War
40278,Jarhead (2005),Action|Drama|War
63876,Milk (2008),Drama
6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller
7371,Dogville (2003),Drama|Mystery|Thriller
67087,"I Love You, Man (2009)",Comedy
49286,"Holiday, The (2006)",Comedy|Romance
6620,American Splendor (2003),Comedy|Drama
7347,Secret Window (2004),Mystery|Thriller
56152,Enchanted (2007),Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance
96588,Pitch Perfect (2012),Comedy|Musical
3980,Men of Honor (2000),Drama
114935,Predestination (2014),Action|Mystery|Sci-Fi|Thriller
140174,Room (2015),Drama
112290,Boyhood (2014),Drama
34437,Broken Flowers (2005),Comedy|Drama
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
